frag_6349	-22.45 -16.66 -17.72
frag_1974	10.48 9.22 10.98
frag_3763	-4.58 -3.73 -4.43
frag_6255	40.66 40.43 41.51
frag_4577	8.75 8.33 6.74
frag_6114	-21.61 -18.68 -20.80
frag_0427	-2.84 -0.28 -1.03
frag_2343	5.22 2.02 2.22
frag_0105	1.70 7.41 5.99
frag_6028	14.54 11.94 10.22
frag_0530	13.43 16.08 14.03
frag_2580	34.96 32.70 33.68
frag_1161	-0.58 -1.19 0.20
frag_4852	-29.72 -33.29 -31.00
frag_4889	37.59 33.35 31.78
frag_3297	-8.75 -5.52 -7.00
frag_4928	-2.50 -11.48 -10.42
frag_5356	22.01 19.78 17.87
frag_1262	-5.00 -9.74 -8.17
frag_5036	-14.80 -12.06 -9.65
frag_2042	13.85 15.12 14.43
frag_3236	-16.66 -13.08 -14.55
frag_4447	9.85 9.68 10.28
frag_1849	-24.07 -21.42 -21.70
frag_5244	-17.16 -15.42 -15.05
frag_2393	-7.37 -7.62 -7.78
frag_3518	10.12 10.83 9.34
frag_5799	-24.20 -22.95 -20.71
frag_5149	-39.27 -38.85 -38.01
frag_5487	-12.57 -19.23 -17.35
frag_1972	2.18 0.25 0.41
frag_6128	-19.64 -25.47 -20.29
frag_5751	-20.50 -18.95 -18.12
frag_0386	14.36 15.47 14.65
frag_4590	31.97 22.21 24.18
frag_2653	-16.68 -12.45 -13.21
frag_5184	1.63 8.67 6.99
frag_3913	-32.25 -28.81 -29.66
frag_6007	-34.48 -30.14 -28.94
frag_2085	10.82 14.25 13.69
frag_2230	13.62 13.43 10.90
frag_5428	-2.79 -2.06 -1.95
frag_0566	-3.78 -1.85 -2.34
frag_1203	-3.26 -8.83 -6.92
frag_1542	-17.00 -24.38 -22.24
frag_0118	-0.33 2.92 2.61
frag_4012	-10.80 -9.89 -10.14
frag_0982	2.79 2.97 3.40
frag_1847	-21.34 -16.12 -17.30
frag_3766	31.04 30.86 32.18
frag_3257	-4.14 -3.14 -4.21
frag_0070	13.38 15.75 15.08
frag_5136	-5.56 -7.69 -6.23
frag_3948	-11.86 -12.66 -10.83
frag_6466	5.59 -0.42 2.12
frag_0328	0.48 -3.72 -2.11
frag_5028	-37.43 -31.76 -31.77
frag_7051	37.65 33.29 34.93
frag_5637	-0.24 -0.13 1.06
frag_4764	-7.47 -7.15 -7.14
frag_0710	1.33 -1.85 -0.93
frag_1276	-22.12 -17.95 -20.63
frag_3595	13.06 17.12 15.75
frag_5654	-19.20 -21.59 -19.53
frag_6223	11.58 8.66 11.21
frag_6839	15.72 16.31 13.50
frag_1654	-9.47 -9.38 -7.66
frag_0760	-15.79 -11.43 -12.97
frag_5045	-1.79 -1.96 -1.97
frag_4871	14.55 12.63 9.09
frag_3900	21.13 23.10 23.10
frag_5122	12.92 15.36 17.03
frag_6792	-9.14 -8.05 -6.52
frag_1082	2.42 5.32 5.16
frag_6373	-25.44 -20.96 -22.33
frag_5017	-39.12 -41.61 -39.53
frag_3307	19.25 13.48 15.52
frag_1537	-2.65 -3.69 -3.00
frag_2177	-31.36 -32.93 -31.68
frag_1645	31.81 20.98 21.88
frag_2941	-9.00 -8.35 -7.71
frag_0761	-2.37 -0.53 -1.26
frag_6495	-16.83 -18.67 -16.71
frag_4110	4.84 1.71 1.98
frag_0582	43.49 47.13 43.21
frag_0281	-1.62 4.71 1.51
frag_3466	-15.25 -14.41 -15.16
frag_1850	10.44 8.35 8.91
frag_0145	14.04 13.39 13.80
frag_1425	17.14 16.56 16.32
frag_0533	42.94 43.43 44.17
frag_3810	-8.99 -15.68 -13.73
frag_2257	2.07 4.83 2.56
frag_6724	52.29 50.88 49.91
frag_5894	21.00 10.90 11.96
frag_1406	-1.07 2.81 -0.75
frag_0902	-10.13 -14.84 -12.34
frag_4452	5.49 6.40 5.59
frag_4776	-37.17 -36.78 -34.66
frag_6658	-22.15 -25.64 -23.45
frag_5599	-43.99 -43.21 -41.86
frag_4159	23.73 27.65 26.71
frag_7031	-37.66 -25.45 -27.20
frag_6731	-20.22 -16.93 -17.13
frag_2695	-6.07 -9.90 -9.20
frag_5791	-15.47 -13.54 -12.89
frag_7007	-26.82 -28.76 -29.00
frag_2374	-10.47 -14.51 -13.66
frag_0763	-7.84 -9.41 -8.62
frag_3732	-13.18 -7.11 -10.69
frag_2378	13.21 13.88 14.62
frag_1124	-11.28 -8.58 -11.63
frag_5998	-13.27 -5.31 -6.24
frag_0921	43.74 43.10 43.71
frag_1945	-31.15 -36.63 -32.28
frag_3431	-13.64 -10.77 -12.07
frag_3985	-22.10 -17.51 -19.57
frag_4565	25.37 22.81 19.09
frag_3243	-0.45 -4.09 -2.96
frag_0149	-5.44 0.05 -2.42
frag_5073	21.73 19.28 17.37
frag_2880	6.67 3.39 5.50
frag_1426	-9.59 -12.77 -13.39
frag_0567	-8.11 -5.75 -5.55
frag_5093	-30.77 -33.61 -32.57
frag_5873	-14.20 -16.70 -13.30
frag_0551	21.07 23.08 23.29
frag_7190	38.72 36.56 37.10
frag_1377	60.73 62.40 64.55
frag_2422	-11.20 -11.94 -11.26
frag_4826	1.07 -3.91 -2.28
frag_5077	23.60 23.96 20.71
frag_2142	-30.84 -33.32 -31.91
frag_5499	-5.59 -3.03 -3.10
frag_4056	-6.94 -5.70 -5.43
frag_1139	-13.32 -8.72 -9.12
frag_0779	-35.38 -35.41 -34.00
frag_2955	23.59 19.85 23.16
frag_6585	11.14 10.26 6.88
frag_4811	1.62 -4.43 -1.70
frag_6198	14.73 13.52 15.75
frag_2297	-0.00 1.13 0.78
frag_2137	-26.60 -24.99 -25.22
frag_6843	39.10 37.77 34.58
frag_0618	25.22 30.86 29.76
frag_5215	4.12 4.80 4.09
frag_1625	3.52 -5.88 -3.81
frag_6103	-14.01 -18.57 -15.29
frag_0062	3.10 1.67 1.96
frag_0137	-6.05 -3.92 -4.07
frag_7187	96.25 91.18 93.67
frag_1841	-40.90 -44.76 -40.87
frag_5805	-30.46 -26.83 -27.16
frag_2432	36.60 36.08 37.09
frag_4830	-29.91 -34.17 -31.33
frag_5780	-7.35 -6.25 -5.91
frag_0289	-5.79 -2.03 -4.38
frag_7047	36.44 31.23 34.99
frag_3579	10.12 8.87 8.59
frag_6661	14.76 11.67 8.64
frag_4940	-7.05 -7.58 -6.42
frag_1504	-11.09 -11.64 -12.43
frag_6752	3.62 9.13 7.78
frag_7068	-22.78 -20.00 -19.74
frag_6489	3.61 -1.59 0.46
frag_3955	5.33 4.50 5.27
frag_2228	10.06 10.50 8.29
frag_3983	3.70 6.89 6.09
frag_3130	6.07 7.06 7.61
frag_1988	29.16 28.87 27.71
frag_2786	28.71 29.05 27.92
frag_1727	-6.53 -9.16 -9.96
frag_5129	18.74 14.35 12.92
frag_6747	-17.07 -20.78 -18.43
frag_3478	-7.21 -1.78 -4.24
frag_6251	-7.59 -8.04 -6.87
frag_4349	3.39 0.80 2.00
frag_1561	41.76 33.35 33.62
frag_2196	-1.78 3.03 1.50
frag_4362	14.21 15.50 13.92
frag_5707	-11.80 -9.53 -10.04
frag_1019	-8.88 -11.42 -10.04
frag_2679	29.67 34.06 32.74
frag_0298	10.68 14.76 14.33
frag_6646	-14.94 -13.21 -13.09
frag_0641	9.18 14.14 14.42
frag_4456	18.25 19.60 19.29
frag_0204	-12.13 -7.09 -6.97
frag_4268	5.68 -4.99 -2.95
frag_4648	-46.83 -43.80 -42.79
frag_3353	-0.01 -5.70 -4.27
frag_1498	10.71 16.41 15.27
frag_3908	-0.76 7.40 4.24
frag_2794	12.99 16.23 13.45
frag_3890	-21.37 -17.35 -19.26
frag_1074	21.54 23.77 24.35
frag_0615	30.49 35.41 34.07
frag_1221	-16.83 -21.56 -20.85
frag_5419	0.60 4.99 0.84
frag_0509	-1.37 1.39 0.12
frag_6093	-32.11 -29.80 -29.05
frag_4099	3.65 2.26 2.42
frag_3476	-15.31 -15.91 -15.69
frag_2542	13.71 16.66 16.85
frag_1249	-6.89 -10.03 -8.98
frag_4486	13.53 16.48 17.16
frag_0516	-2.51 -1.05 -0.58
frag_1734	9.27 10.07 8.52
frag_0585	20.19 24.17 20.92
frag_4368	6.03 3.38 5.12
frag_6406	-38.50 -34.40 -34.48
frag_4432	0.42 -2.37 -1.27
frag_7177	-37.65 -37.82 -38.70
frag_0874	0.68 2.38 2.57
frag_6160	-1.46 -2.33 -1.22
frag_2892	-37.77 -39.72 -38.05
frag_3341	1.77 -2.65 -1.05
frag_4407	-15.12 -14.76 -15.61
frag_0536	-20.32 -24.73 -20.82
frag_3711	19.14 24.18 24.24
frag_0575	23.53 25.33 24.27
frag_4808	-22.22 -26.39 -23.71
frag_2022	1.09 0.78 -2.51
frag_1963	-22.65 -30.61 -26.38
frag_4739	-22.52 -22.38 -21.26
frag_6169	21.07 23.97 20.42
frag_0113	4.10 3.66 5.96
frag_7081	-21.69 -19.13 -19.24
frag_2369	18.56 21.15 20.97
frag_4047	10.41 10.55 11.56
frag_5777	37.54 40.97 36.81
frag_2123	-22.22 -18.98 -20.31
frag_3352	-14.80 -14.11 -14.76
frag_5514	19.00 14.75 13.42
frag_4802	5.94 1.91 3.49
frag_7148	-40.68 -42.01 -41.98
frag_4844	-20.94 -24.50 -23.14
frag_4627	41.01 39.30 36.59
frag_2187	-25.15 -23.66 -23.96
frag_4787	-3.71 -13.45 -12.09
frag_6545	18.53 9.14 10.96
frag_5171	-34.09 -32.25 -30.42
frag_4324	-35.00 -36.71 -36.59
frag_4296	-22.62 -25.35 -23.57
frag_0816	-33.11 -29.90 -29.52
frag_3896	-6.77 -6.79 -7.44
frag_2419	29.19 28.33 26.42
frag_5066	22.64 24.01 21.90
frag_2583	35.64 36.49 37.17
frag_4323	-33.77 -32.87 -33.79
frag_6614	-11.14 -11.29 -8.66
frag_2663	20.68 21.65 21.96
frag_4163	31.94 36.79 34.97
frag_0173	8.03 12.48 10.75
frag_4434	6.87 7.33 7.29
frag_4123	10.91 10.15 10.43
frag_6064	23.62 18.85 21.16
frag_2453	8.44 7.09 8.92
frag_0747	-7.43 -8.48 -7.75
frag_5464	6.38 3.78 5.18
frag_3861	9.39 18.65 14.31
frag_3241	-3.49 -9.51 -7.92
frag_5054	-32.26 -32.31 -31.00
frag_1035	-33.79 -30.00 -29.15
frag_5788	11.02 9.56 8.80
frag_4483	14.60 19.82 19.54
frag_1405	14.67 18.30 16.62
frag_6200	-21.61 -24.85 -22.90
frag_3924	-0.18 1.05 1.14
frag_2323	18.95 22.13 18.65
frag_2709	-17.17 -14.31 -13.80
frag_3912	-3.89 -0.55 -1.23
frag_6341	1.15 5.38 5.69
frag_0285	18.32 22.15 21.04
frag_0632	21.63 23.00 23.46
frag_3264	-2.64 -7.41 -6.24
frag_2253	20.43 23.20 23.04
frag_4225	-11.09 -7.76 -8.58
frag_7121	-3.55 -3.99 -1.78
frag_0742	-12.15 -7.51 -9.44
frag_5685	2.80 4.70 5.63
frag_4372	-22.01 -17.04 -18.89
frag_3046	22.42 22.09 21.55
frag_5532	-43.35 -39.26 -38.63
frag_4951	1.82 -8.60 -7.25
frag_3623	-22.95 -20.76 -22.06
frag_0438	-28.12 -29.49 -28.15
frag_6420	-38.22 -29.43 -29.26
frag_5081	-27.82 -25.74 -26.32
frag_4529	14.60 15.28 16.86
frag_5887	15.61 15.24 16.22
frag_6484	0.09 -5.74 -4.70
frag_6279	-35.80 -35.02 -33.17
frag_5918	4.58 6.61 5.79
frag_5246	-18.07 -14.94 -15.50
frag_5406	-27.19 -26.40 -25.44
frag_0112	19.56 25.06 25.48
frag_5668	16.74 15.59 17.03
frag_5497	-5.20 -2.74 -2.81
frag_2149	8.85 12.60 13.44
frag_0236	-12.29 -17.41 -16.56
frag_4738	-47.47 -48.28 -46.07
frag_4683	21.43 18.37 15.06
frag_3233	-15.15 -13.05 -14.15
frag_3870	0.84 7.05 3.93
frag_1634	2.54 -1.59 0.13
frag_4126	13.92 12.48 13.76
frag_6956	51.02 44.86 47.35
frag_0262	21.59 23.29 25.10
frag_4582	27.91 25.89 22.96
frag_4809	7.83 6.43 7.04
frag_0544	10.19 10.81 11.84
frag_6703	1.38 0.75 1.69
frag_7026	-10.10 -11.86 -14.84
frag_1497	22.32 23.56 26.30
frag_1606	4.24 3.69 4.11
frag_1208	-6.14 -10.29 -9.59
frag_7108	92.07 85.64 88.74
frag_1911	-25.70 -21.21 -22.36
frag_4511	-1.06 -0.39 -0.59
frag_0819	-12.50 -12.45 -11.23
frag_1712	-18.78 -22.09 -21.15
frag_2526	18.88 23.33 22.37
frag_0342	26.45 21.16 20.22
frag_4657	-12.71 -13.67 -13.14
frag_2108	-8.10 -8.99 -9.34
frag_6087	-14.49 -17.84 -16.14
frag_0077	20.40 25.38 24.10
frag_5175	26.82 25.38 24.60
frag_4130	15.14 16.27 17.36
frag_0970	-23.81 -23.53 -22.17
frag_5710	-33.99 -29.81 -28.90
frag_1830	-9.72 -6.00 -8.07
frag_1789	0.49 -4.35 -6.12
frag_6125	-10.10 -7.96 -7.21
frag_1487	2.78 3.57 4.60
frag_4905	-30.16 -33.58 -31.20
frag_4715	-37.26 -40.60 -38.60
frag_3270	6.37 1.99 4.50
frag_3481	14.37 18.31 17.86
frag_3824	-24.07 -21.59 -22.33
frag_1501	-13.66 -12.99 -13.80
frag_6600	-49.11 -42.14 -41.26
frag_3311	30.14 29.71 29.88
frag_6073	-10.08 -9.44 -7.78
frag_6378	43.48 46.10 44.20
frag_1445	35.42 37.21 38.10
frag_5557	54.04 54.41 51.01
frag_0621	22.59 28.94 28.02
frag_4140	15.80 16.21 15.96
frag_1941	4.47 -0.21 1.05
frag_2992	17.47 17.37 18.04
frag_1774	-26.47 -30.30 -25.68
frag_1791	3.37 1.37 -1.62
frag_4510	12.99 14.84 15.39
frag_6387	-16.00 -14.24 -13.17
frag_0245	25.57 25.74 27.37
frag_4767	-8.69 -8.49 -8.59
frag_2711	0.38 4.86 2.68
frag_4646	-40.91 -37.68 -37.61
frag_4943	-26.59 -27.12 -25.71
frag_0634	5.32 9.13 7.92
frag_3581	33.17 31.32 32.39
frag_3787	-21.77 -18.56 -20.52
frag_3356	-18.76 -20.14 -19.80
frag_7066	-27.80 -25.26 -24.32
frag_5140	-3.23 3.69 1.08
frag_1651	2.04 -1.97 0.12
frag_1834	-13.42 -12.87 -13.45
frag_6599	-52.26 -47.06 -45.01
frag_0406	16.25 19.08 17.30
frag_5020	-41.09 -40.59 -38.89
frag_4298	-1.55 -6.71 -4.68
frag_3453	1.45 -3.34 -1.14
frag_3167	-15.11 -15.92 -14.44
frag_3140	1.77 -2.97 -1.74
frag_1194	-24.90 -30.50 -29.18
frag_3954	0.06 -5.28 -2.97
frag_3348	-17.67 -17.77 -18.30
frag_0614	6.55 12.86 9.96
frag_2231	7.44 6.20 5.02
frag_3072	25.48 25.10 26.29
frag_6437	30.81 32.10 29.75
frag_3467	-10.38 -8.53 -10.51
frag_6504	-42.30 -36.92 -37.18
frag_6689	8.00 7.71 8.27
frag_0356	-12.31 -12.98 -12.35
frag_4934	-1.11 -10.26 -9.28
frag_5023	41.39 39.63 37.85
frag_1991	0.40 -1.65 -3.01
frag_2439	-11.72 -13.65 -13.16
frag_3486	-0.81 -4.40 -3.48
frag_6785	-21.63 -20.05 -19.87
frag_1926	3.24 1.36 -0.32
frag_4300	11.10 11.27 11.66
frag_5423	-16.79 -15.24 -14.64
frag_4085	-32.09 -27.43 -28.74
frag_6757	-13.17 -8.22 -9.47
frag_5899	-19.77 -20.14 -19.12
frag_0740	-4.84 -2.41 -3.24
frag_1511	8.88 13.17 12.41
frag_2411	-33.01 -30.45 -27.75
frag_4898	-13.28 -13.15 -12.69
frag_2631	8.50 5.16 6.66
frag_4155	-5.10 -4.79 -5.43
frag_5068	19.34 18.45 16.61
frag_3538	3.87 1.79 3.44
frag_3963	4.71 1.87 3.15
frag_3616	-4.79 -1.08 -2.82
frag_2259	-0.71 0.36 1.20
frag_5098	-1.43 -3.95 -2.02
frag_1951	-6.67 -3.10 -5.12
frag_6994	-7.30 -6.22 -5.73
frag_1750	-28.39 -24.64 -24.76
frag_1522	34.30 20.68 23.63
frag_6901	17.21 13.48 12.36
frag_6944	-36.26 -35.76 -35.67
frag_0517	-28.48 -24.49 -23.26
frag_5533	-7.68 -11.13 -9.26
frag_1512	29.18 29.57 31.71
frag_1341	15.00 14.74 15.95
frag_2292	-9.63 -6.71 -7.63
frag_6428	-22.87 -22.22 -21.34
frag_5928	-0.91 -2.31 -1.98
frag_4348	-16.92 -20.64 -18.69
frag_3100	-3.96 -1.75 -3.16
frag_3634	-13.58 -14.79 -15.86
frag_5643	-15.02 -16.86 -14.63
frag_6430	1.86 1.98 0.87
frag_5989	30.10 30.83 27.09
frag_6029	27.48 30.36 27.18
frag_6506	18.23 10.77 14.26
frag_1551	4.44 2.94 2.64
frag_1272	-22.83 -25.22 -24.95
frag_1795	28.63 23.79 25.37
frag_0471	23.17 25.90 24.46
frag_3256	-3.63 -4.12 -4.95
frag_6791	-16.92 -16.29 -14.18
frag_1304	-23.40 -25.24 -25.02
frag_3316	7.64 9.52 7.44
frag_1495	1.77 3.21 4.25
frag_4946	0.45 -4.49 -1.99
frag_1264	-15.01 -14.63 -16.39
frag_2154	8.19 10.57 11.76
frag_4459	34.06 35.40 35.86
frag_1160	42.50 41.61 43.17
frag_5474	-32.41 -30.11 -30.72
frag_5550	-44.02 -38.34 -36.95
frag_1015	27.64 29.23 25.77
frag_1466	-10.99 -7.77 -9.95
frag_3231	-12.09 -10.70 -11.95
frag_2356	11.33 9.50 10.63
frag_5635	11.34 11.35 13.04
frag_6156	10.76 9.15 9.74
frag_5128	10.57 8.17 5.86
frag_4253	5.56 10.75 9.08
frag_2164	-7.18 -5.11 -5.97
frag_3375	9.13 6.83 7.10
frag_0524	33.18 33.01 30.97
frag_3037	-27.43 -23.49 -23.62
frag_4710	-9.34 -10.79 -10.71
frag_3694	-19.58 -17.99 -19.24
frag_2968	21.52 25.43 24.63
frag_2719	-0.32 -2.53 -1.93
frag_4212	-16.21 -13.85 -14.48
frag_5125	6.22 8.01 6.64
frag_6590	3.12 3.36 5.12
frag_2372	14.33 15.09 15.88
frag_5241	-10.81 -13.81 -12.62
frag_0034	-0.92 0.91 1.09
frag_6627	3.90 3.33 2.31
frag_2013	-10.41 -8.84 -9.45
frag_0584	12.94 13.58 12.01
frag_1536	16.68 13.12 12.70
frag_6452	-3.65 -2.32 -0.47
frag_5189	-8.06 -7.46 -7.00
frag_5199	44.22 39.92 38.70
frag_6326	4.69 1.52 3.90
frag_6860	14.92 11.67 9.43
frag_1081	-5.64 -3.66 -4.15
frag_2529	-0.47 -1.10 -1.32
frag_1361	18.25 25.04 22.29
frag_2391	-2.44 -1.88 -1.56
frag_2713	-21.50 -18.86 -17.93
frag_0166	12.23 14.33 14.22
frag_1200	-4.99 -7.64 -6.12
frag_0446	-22.09 -18.18 -18.90
frag_5595	2.12 2.57 1.97
frag_1180	-7.94 -14.12 -11.98
frag_3180	-10.00 -14.20 -13.66
frag_2587	12.75 4.37 6.23
frag_1713	-12.89 -12.18 -12.87
frag_0402	35.69 37.53 37.54
frag_0499	15.44 17.94 15.94
frag_5280	-48.46 -43.66 -41.76
frag_3205	-36.04 -34.91 -35.24
frag_4626	2.69 -0.58 1.77
frag_3500	1.79 -3.23 -0.94
frag_3677	-9.38 -12.22 -11.35
frag_0491	-31.23 -30.27 -28.87
frag_5523	-3.96 -4.14 -4.34
frag_3330	-3.07 1.46 -1.53
frag_1807	10.49 10.70 10.74
frag_4302	4.52 2.25 1.94
frag_5953	-11.51 -7.00 -7.22
frag_1876	10.81 5.88 7.04
frag_5840	13.59 14.04 13.01
frag_1346	24.45 26.68 27.31
frag_0411	16.84 19.41 18.20
frag_1672	-0.44 -3.12 -2.22
frag_1585	5.06 2.35 2.54
frag_1486	-11.28 -13.34 -13.89
frag_0719	6.67 3.50 4.38
frag_5427	-11.33 -10.36 -9.96
frag_3598	-10.91 -7.94 -10.58
frag_2650	14.77 15.20 14.80
frag_5401	-32.10 -29.96 -29.96
frag_5667	15.45 15.55 16.92
frag_2495	-9.06 -9.28 -9.13
frag_2939	-11.64 -10.42 -9.83
frag_4139	14.03 14.83 14.79
frag_7118	63.40 59.05 61.68
frag_0020	-6.22 -5.79 -5.70
frag_4079	-5.23 -6.46 -6.59
frag_3544	8.66 11.54 9.27
frag_4548	20.61 11.90 14.21
frag_5087	-3.65 -3.33 -3.61
frag_1800	-2.18 -2.15 -1.12
frag_0548	21.44 23.87 23.22
frag_0042	18.66 21.77 20.65
frag_1629	-0.04 -4.76 -2.67
frag_1243	-4.44 -9.78 -8.06
frag_4271	-11.44 -19.48 -17.20
frag_0192	-3.30 -2.52 -1.57
frag_5916	4.10 7.41 6.53
frag_6237	-19.06 -15.24 -16.04
frag_5800	-14.58 -13.59 -11.94
frag_1644	2.86 -1.43 -1.05
frag_5966	6.43 10.63 9.02
frag_4121	15.01 15.54 14.52
frag_4963	18.52 16.38 12.76
frag_4616	27.66 27.62 24.54
frag_7077	-41.87 -38.90 -40.40
frag_3153	9.21 1.64 3.06
frag_3675	-18.96 -18.06 -19.04
frag_1528	18.30 8.69 7.57
frag_7200	49.35 46.05 47.22
frag_5029	20.18 18.31 15.18
frag_1322	12.61 13.08 12.90
frag_6459	25.88 23.75 19.31
frag_0133	22.53 27.41 27.55
frag_4343	-37.39 -36.38 -36.73
frag_4469	41.20 43.57 44.71
frag_3961	-4.88 -3.34 -4.31
frag_3488	-29.50 -32.73 -31.70
frag_1479	16.63 18.89 18.00
frag_6662	20.84 18.20 16.05
frag_5684	-18.98 -15.84 -16.69
frag_0439	-7.58 -10.11 -9.40
frag_2595	11.13 11.13 11.28
frag_2917	-10.04 -10.97 -11.87
frag_6081	-12.68 -14.93 -14.26
frag_6721	26.99 28.00 24.95
frag_5588	5.49 5.80 5.81
frag_3560	5.80 5.53 4.99
frag_5607	-0.56 -4.31 -4.26
frag_1721	-18.95 -22.56 -21.27
frag_2119	-4.03 -7.58 -7.81
frag_0194	5.25 7.61 7.92
frag_5670	13.40 11.79 12.45
frag_5633	2.71 2.76 2.03
frag_1871	9.33 9.10 10.06
frag_1524	96.27 76.80 79.16
frag_5138	10.74 7.06 8.15
frag_5007	21.95 23.23 19.40
frag_7012	-5.14 -5.31 -5.35
frag_3016	-1.36 -0.24 0.21
frag_6147	-11.20 -9.76 -10.33
frag_2185	-26.51 -23.33 -23.93
frag_3446	-2.40 -1.95 -2.24
frag_7080	-28.21 -22.71 -25.13
frag_1909	-20.04 -18.35 -18.95
frag_4948	11.64 -4.46 -3.27
frag_6045	33.42 35.01 32.25
frag_1612	0.77 -6.00 -4.54
frag_6392	-33.00 -25.53 -27.04
frag_1490	38.11 39.38 40.35
frag_6955	46.83 40.21 42.19
frag_1034	-22.48 -21.32 -20.55
frag_4088	-21.13 -19.73 -18.52
frag_0466	4.58 8.79 9.82
frag_2408	-7.28 -5.89 -6.05
frag_5350	-5.88 -5.54 -5.04
frag_3429	-13.13 -11.86 -12.29
frag_3177	-1.28 -4.94 -3.74
frag_6499	-13.48 -16.34 -14.99
frag_2062	16.12 17.92 15.95
frag_2354	11.82 6.70 8.20
frag_4464	29.09 30.14 31.73
frag_5441	51.28 54.13 50.57
frag_3622	9.10 10.64 10.23
frag_2845	-3.58 -5.57 -5.27
frag_2010	-0.81 2.52 0.15
frag_5512	7.01 7.30 4.48
frag_2213	8.87 9.56 7.52
frag_0246	-14.90 -14.73 -15.46
frag_5039	-41.03 -38.46 -37.12
frag_0177	-6.36 -5.45 -5.76
frag_1451	1.88 0.18 1.78
frag_5043	-24.66 -20.34 -20.89
frag_2513	-13.92 -13.54 -13.05
frag_4165	-0.70 2.96 0.85
frag_6604	-42.41 -36.29 -35.97
frag_6613	-19.65 -20.53 -18.57
frag_4894	-11.71 -11.16 -10.80
frag_3957	2.35 1.35 1.50
frag_3969	16.07 17.82 17.67
frag_6329	13.52 11.89 13.47
frag_1229	-8.13 -12.17 -10.56
frag_6166	-48.35 -43.94 -44.09
frag_4615	43.48 39.28 37.00
frag_3351	-10.37 -9.37 -10.84
frag_5773	26.14 24.43 22.96
frag_2927	-10.92 -12.80 -10.57
frag_3411	-4.20 -9.26 -7.36
frag_6063	26.41 23.35 25.39
frag_0046	-2.84 -1.55 -1.07
frag_1415	36.58 38.03 38.62
frag_1887	3.17 -1.23 0.46
frag_1244	0.73 -0.48 -0.14
frag_5046	-5.01 -3.75 -3.97
frag_6092	-37.50 -35.87 -36.30
frag_7100	-18.08 -16.22 -16.93
frag_0730	9.03 6.08 6.89
frag_2380	19.43 20.40 20.85
frag_4524	2.97 4.97 4.33
frag_1557	13.11 8.81 7.78
frag_3644	12.30 13.97 15.43
frag_4359	-11.07 -11.29 -10.74
frag_6726	16.40 15.74 16.81
frag_2482	37.14 37.32 39.76
frag_4914	2.37 -0.73 -1.31
frag_3350	-11.76 -9.87 -11.76
frag_2974	-2.90 3.44 0.87
frag_5466	15.17 17.80 17.73
frag_6582	1.81 0.98 0.11
frag_2357	10.62 7.51 8.74
frag_3366	4.04 2.28 2.53
frag_0645	38.98 42.72 41.00
frag_5491	-29.28 -29.28 -27.85
frag_3849	1.96 -2.10 0.04
frag_1348	28.02 29.37 29.71
frag_1687	0.33 -3.66 -2.56
frag_1858	-24.52 -33.16 -28.56
frag_5638	19.82 22.28 22.67
frag_6987	-27.98 -26.00 -27.30
frag_0887	32.06 32.48 34.44
frag_5898	-22.57 -23.36 -20.65
frag_6756	-0.63 0.64 1.79
frag_6692	0.07 0.52 -0.01
frag_2115	-4.35 0.52 -1.56
frag_2284	15.53 16.42 17.08
frag_4976	-24.98 -26.96 -26.62
frag_0900	-38.78 -38.17 -37.33
frag_6016	47.57 47.68 44.88
frag_5227	-10.22 -6.28 -7.37
frag_4406	-19.39 -18.52 -19.07
frag_5758	-1.07 0.19 1.06
frag_2966	20.72 26.95 25.82
frag_4050	-21.08 -21.90 -21.55
frag_0358	3.97 3.19 3.28
frag_5057	-8.65 -3.99 -2.59
frag_2774	-20.44 -15.28 -15.38
frag_1694	-14.50 -15.72 -15.60
frag_5481	9.30 7.92 9.82
frag_0990	-0.66 -2.57 -1.22
frag_4347	-32.22 -33.02 -31.97
frag_5330	10.55 8.18 9.09
frag_2046	12.09 13.90 12.22
frag_2117	0.60 3.24 1.31
frag_0577	-2.68 3.79 2.20
frag_0571	2.39 3.95 4.12
frag_2122	-25.75 -22.86 -23.44
frag_0731	34.20 34.41 35.60
frag_5323	8.67 8.06 7.85
frag_5437	37.17 32.56 31.33
frag_2783	10.15 7.61 6.62
frag_1748	-22.23 -18.80 -19.69
frag_1903	-23.94 -19.02 -19.97
frag_6335	14.27 15.23 16.53
frag_3516	31.48 29.66 30.71
frag_3111	-2.14 -0.07 -0.93
frag_4944	-30.24 -34.88 -32.93
frag_1137	-9.12 -5.51 -6.17
frag_1966	-1.46 -3.56 -4.92
frag_0425	0.12 4.16 4.83
frag_2915	-23.23 -27.60 -23.17
frag_3873	5.69 7.15 6.82
frag_1840	-17.15 -17.03 -17.16
frag_1539	20.93 18.51 20.20
frag_7000	-5.53 -6.01 -5.99
frag_3717	-34.06 -34.60 -33.98
frag_5051	-32.57 -35.45 -33.86
frag_5996	20.50 22.72 20.72
frag_3388	5.81 5.87 6.33
frag_5273	-35.70 -36.39 -34.09
frag_5933	7.47 14.61 12.80
frag_0841	-20.02 -18.57 -18.38
frag_3665	-8.19 -6.42 -6.89
frag_1333	-19.82 -21.25 -21.63
frag_2947	9.07 10.07 10.17
frag_0994	23.16 24.18 20.54
frag_4011	22.85 25.51 24.75
frag_6655	-12.71 -20.36 -15.67
frag_1751	9.77 6.23 8.45
frag_2481	16.51 20.59 20.13
